,batchSize_,imgsPerSecAll_mean,imgsPerSecAll_std,experiment_max,imgsPerSecAll_max,imgsPerSecAll_min
0,1,36.001301878320874,1.3347442226879453,16_bit_mode,37.33604610100882,34.66655765563293
1,2,40.84568985753217,0.8906951788380506,16_bit_mode,41.73638503637022,39.95499467869412
2,4,45.579654578679566,0.16233294685054334,16_bit_mode,45.74198752553011,45.417321631829026
3,8,46.28091716013916,0.6539131329884726,16_bit_mode,46.93483029312763,45.62700402715069
4,16,46.6568903675971,0.26838731597200943,16_bit_mode,46.92527768356911,46.388503051625094
5,32,48.65147327212818,0.19411572474975033,16_bit_mode,48.84558899687793,48.45735754737843
6,64,48.54846593913252,0.23923210424532815,16_bit_mode,48.787698043377844,48.309233834887195
