,batchSize_,imgsPerSecAll_mean,imgsPerSecAll_std,experiment_max,imgsPerSecAll_max,imgsPerSecAll_min
0,1,206.75524812326262,5.926612174191646,8_bit_mode,212.68186029745425,200.82863594907099
1,2,378.66618598422957,4.557333656545803,8_bit_mode,383.22351964077535,374.1088523276838
2,4,456.25429801571096,5.055166731083188,8_bit_mode,461.30946474679416,451.19913128462775
3,8,510.61022512843704,5.4677201829916555,8_bit_mode,516.0779453114287,505.14250494544535
4,16,516.6502680742014,3.5912887734167938,8_bit_mode,520.2415568476182,513.0589793007847
5,32,538.2462005709604,11.80948236040021,8_bit_mode,550.0556829313606,526.4367182105601
6,64,543.1366290531745,4.204649439865045,8_bit_mode,547.3412784930396,538.9319796133094
